Genes	c1	c2	c3	p1	p2	p3	p4
1520401A03Rik	0	0	0	0	0	0	0
Apmap	68.41779351	30.89345242	34.11378847	0	50.71076375	53.03609892	62.66411365
Nol12	3.26328548	3.530068427	5.853813113	0	3.582863702	4.009021156	5.572103206
Cd200r3	0	0	0	0	0	0	0
H2-M10.4	0	0	0	0	0	0	0
Fbxo43	0	0	0	0	0	0	0
Cdip1	9.405842047	29.81335044	6.762189079	0.051439359	10.65609624	8.112655167	15.54045222
Hmox2	22.14990856	20.45218732	17.68975717	0	40.02080076	19.15519338	31.24361881
Rnf149	10.33620172	8.507987919	5.158641791	239.2977862	10.60995076	8.211260975	9.349286416
Ovch2	0	0	0	0	0	0	0
Gm4557	0	0	0	0	0	0	0
Rpl37rt	21.96213367	22.33758129	18.08387175	89.5769761	30.35761616	13.51318544	19.15942635
Gm10401	45.06767081	79.00339314	71.69072376	0	109.8358908	69.54470404	60.16353992
1500011B03Rik	58.96442822	59.71079345	54.66240496	0.278208376	52.10675143	40.13216023	59.37306287
Idh2	22.65252713	40.00564981	21.03462381	0	22.10995102	21.8042847	21.68242262
Mrgprc4-ps	0	0	0	0	0	0	0
Gm18433	0	0	0	0	0	0	0
Pex11a	1.329772446	4.470712606	2.124577608	0.104485251	5.633620252	3.673590384	5.319733785
Plin1	0	0	0	0	0	0.083983592	0.059332794
4930517L18Rik	0	0	0	0	0	0	0
Rhcg	3.867242653	1.58175448	1.59253582	0.177252388	1.676656012	0.641018254	1.037663902
Gm37051	1.126681498	0	0	0	0	1.016787086	8.977991895
4930578I07Rik	0	0	0	0	0	0	0
Gm7292	2.19676782	4.250639828	3.392407898	0.302216239	2.928715487	4.581882035	7.207331163
Cfap97	2.423303601	3.275319007	1.531068496	0	1.148527071	2.139797577	2.418459739
Slc25a4	492.8599098	697.4849873	321.9569779	36.87100813	388.090005	386.1973713	451.756248
Anxa10	0	0	0	0	0	0.659678793	0
Ufsp2	25.62115874	29.2913105	20.02631129	9.941234686	13.61059587	20.11636189	29.99896731
Lrp2bp	0.050589586	0.02971536	0.153490768	0	0	0.065206689	0.092134547
Pdlim3	0	0	5.26034087	0	3.188621477	0	0.119605589
Tlr3	0	0.447312992	1.76085152	32.96400287	1.673128031	2.693255527	0.346814471
Gzma	0	0	0	0	0	0	0
Rpl23	3.91110879	5.105986861	2.616632406	6.533085469	8.323260023	3.098217092	5.052964054
Lyl1	0	0	0.279503108	0.591336442	0.698875278	0	0.629125396
Wbscr17	0.374346071	0.405879763	1.232004432	0.073947867	0.087395825	0.155917601	0.537582305
Gpbp1l1	4.135564284	4.411527137	4.968280763	0.108314888	1.383203688	3.481823746	7.224854193
Xlr3b	3.02830927	3.274090947	8.144767846	0	2.578163706	2.585816258	2.901068748
Gfi1	0	0	0	0	0	0.035673752	0
Glmn	9.845915429	3.650451946	5.255157825	0	6.062321459	2.76694321	8.51486843
Fam69a	55.54511654	33.93697226	25.67159314	0	51.35279623	31.21436153	35.51663601
Sult1e1	0	0	0	0	0	0	0
Sult1d1	0	0	0	0	0	0	0
Brdt	3.948611463	2.121902103	3.720247169	0	4.350104219	5.222850831	2.548585065
Gm42499	0	0	0	0	0	0	0
Gm43668	0.155170443	1.275915173	0.494412728	0	0.141273376	0.060011638	0.229641971
Gm43563	0	0	0	0	0	0	0
Gm43353	0	0	0	0	0	0	0
Gm12762	0	0	0	0	0	0	0
Gm42866	0	0.036828862	0.152271669	0	0	0	0
Pkhd1	0	0	0	0	0	0	0
Oser1	3.385688461	2.248436242	5.689846938	40.4199956	7.825004269	3.203086842	4.767181651
Klf16	0.56834645	0.591713121	0	0	0.470447083	2.038296105	0
Cfap53	0	0.57158851	1.214050068	0	0	1.059486465	0
Pet2	0	0	0	0	0	0	0
Dennd1a	2.190870144	1.660406263	1.840382875	0.031011159	2.097400445	1.769432827	1.01775334
Brsk1	0.079063716	0.255364442	0.09595758	0	0.527816184	0	0.395960248
Vmn1r188	0	0	0	0	0	0	0
5530400K19Rik	0	0	0	0	0	0	0
Vmn1r199	0	0	0	0	0	0	0
Vmn1r195	0	0	0	0	0	0	0
Vmn1r194	0	0	0	0	0	0	0
Vmn1r197	0	0	0	0	0	0	0
Vmn1r196	0	0	0	0	0	0	0
Olfr1103-ps1	0	0	0	0	0	0	0
Tifa	2.621976118	3.747565541	1.095984721	29.8805935	5.846317344	2.442037281	2.247664512
0610025J13Rik	0	0.788848482	0	0	0.163089152	0	0
Gm5424	0.086660959	0	0.07883767	0	0.473155095	0.603039429	0.059135859
Epgn	0	0	0.287278062	0	0	0	0
Baz1a	0.761517348	0	0.519911967	17.49162798	0.371424133	0.052588938	0.733740763
Ncapd3	2.787053059	4.356092832	18.65979664	0	3.110542888	11.8048994	7.691058419
6030408B16Rik	0	0	0	0	0	0	0
Map2k2	16.03927663	23.85153408	20.6114651	0	16.01798718	22.65707105	15.30877697
9430097D07Rik	0	0	0	0	0	0	0
Krt76	0	0	0	0	0	0	0
Lingo2	3.466819354	1.694898201	0.710703746	0	1.353974845	1.028079473	0.958571946
S1pr5	2.542192833	0	47.0881129	0	9.35898778	0.769478312	0
Gm21498	0	0	0	0	0	0	0
Klhl31	0	0.937129806	0	0	0	0.246845123	0
Sstr3	0	0	0	0	0	0	0
Ttc41	2.614857549	1.352103217	1.733504212	0	0.828083883	1.846762352	1.553018324
Zfp367	6.38521989	7.450533949	11.9320896	0	3.861090678	4.342636465	12.35929477
Scgb2b3	0	0	0	0	0	0	0
Scgb1b29	0	0	0	0	0	0	0
Scgb1b24	0	0	0	0	0	0	0
Tsacc	1.488617041	1.393329064	4.488723924	12.54078935	1.355325169	0.935549347	1.270896944
Dgkq	1.047558189	1.109282431	1.30999618	6.397854336	1.657077287	1.407801675	1.691158257
Ccl24	0	0	1.108821756	0	5.228134803	3.836000077	0.831907497
Scgb1b7	0	0	0	0	0	0	0
Gm11844	0	0	0.547913218	0	0	0	0
Gm15976	0	0	0	0	0	0	0
A930104D05Rik	0	0	0	0	0	0	0
C78197	0	0	0	0	0	1.876543837	0.082838547
Gm12126	0	0	0	0	0	0	0
Gm7284	0	0	0	0	0	0	0
Fam150a	0	0	0	0	0	0	0
Gm13346	0	0	0	0	0	0	0
Zfp423	5.836999995	1.544329514	1.981591628	0	1.578536654	4.097773757	1.381525512
Gm16120	0	0	0	0	0	0.238794911	0
2310079G19Rik	0	0	0	0	0	0	0
4933402E13Rik	0	0	0	0	0	0	0
Defb11	0	23.80529744	0	0	3.174539238	15.50788261	8.03727607
Hsfy2	0	0	0	0	0	0	0
Idi1	22.14386837	45.63613774	17.66749148	8.09544552	49.18463255	14.54483849	19.76594951
Tcp11x2	0	0	0.778969279	0	0	0	0
Tas2r138	0	0	0	0	0	0	0
Olfr822	0	0	0	0	0	0	0
Tspan7	112.3451614	74.1687603	50.83441988	11.13949969	76.5705145	84.33668734	83.65047356
1110059G10Rik	9.540041567	12.27860819	5.789576167	6.514259419	20.45215191	7.536367327	13.00872033
Srprb	20.38894777	20.84581626	24.56195144	0.173950906	25.20383884	33.65557387	21.62117708
Topbp1	1.588178582	0.796962438	1.665335126	12.34876515	1.903606185	1.422861827	2.931533422
Gm13749	0	0	0	0	0	0	0
Uba5	29.59269941	20.9381523	17.56854034	0	20.70282692	18.99991396	13.80486655
Bfsp2	64.44672433	39.68497304	191.4338525	0	115.5229595	59.96503223	79.98711549
Nphp3	1.095926903	1.487019442	2.08698316	0	1.032208687	1.247209075	1.066854598
Cnpy1	0	0	0	0	0	0	0
Fbxo9	12.52195989	10.08302347	9.534870673	0.303313701	6.453363472	10.35602008	8.911164899
Rbm48	3.714789343	2.139735569	7.446015659	0	7.414881257	5.24955038	5.830726551
Cby3	0	0	0	0	0	0	2.072639079
Olfr622	0	0	0	0	0	0	0
Sil1	89.49941977	50.69591511	95.64418608	0.313825614	56.25436367	89.90954106	63.41113914
Dnajc18	21.89096076	7.746901272	24.64781381	0.102908573	15.47771493	23.09417075	24.13440907
Spata24	0.66554711	5.980157534	4.119668266	0	6.059364346	3.191701889	4.45465349
Mzb1	0	0	0	0	0	2.00755255	0
Gm3020	0	0	0	0	0	0	0
1700110I01Rik	0	0	0	0	0	0	0
Akap4	0	0	0	0	0	0	0
1600012H06Rik	6.80637094	4.672906524	2.111453479	0	11.77091596	10.95612118	2.142595443
C230066G23Rik	0.425087439	0	0	0	0	0	1.596938139
Esam	0.581391485	0	21.28291625	0	5.444598196	3.886763658	1.077824025
Siae	10.38325258	2.694495406	5.971561514	0	5.936056695	15.03588408	14.18363563
Vsig2	0	0	0	0	0	0	0
Spa17	16.24247335	16.07537195	3.833313199	0	12.78021943	12.71899905	8.217619902
BC048679	0	0	0	0	0	0	0
Olfr1148	0	0	0	0	0.532585315	0	0
Sphk1	0.777557617	0.068498456	0	0	0.761043199	1.105159638	0.298730572
Pex5	6.016914565	9.907787601	2.29280052	12.52907662	4.140533796	7.319498704	3.07024799
Olfr1184	0	0	0	0	0	0	0
Ltbp3	4.019724445	6.355357642	10.49291715	0	6.738031001	5.147882957	4.109152773
Unc80	2.205181186	2.544803254	3.940715367	0.125347454	2.726421054	2.807234769	3.129019014
Spink5	0	0	0	0	0	0	0
Zfp459	0.291220938	0	0	0	0	0	0
Tmem97	45.41747418	26.11303477	67.22952023	0	40.61975029	34.66475574	57.99169571
Soat1	3.964608387	3.4462862	4.690752065	0.323987582	5.074622143	5.401256234	4.496317039
Tuba3b	0	0	0	0	0	0	0
Bmpr2	5.293064305	4.052686216	4.01639822	0.028988252	6.539868739	2.853750217	2.663823365
Trappc2l	62.59394835	70.98275434	47.03409621	1.753551228	73.36183601	52.99491982	61.56282559
Olfr222	0	0	0	0	0	0	0
Serpinb1b	0	42.41304728	0	0	2.521793818	4.662973573	5.007612128
Cyp3a11	0	0	0	0	0	0.020765784	0.091682265
Hs3st1	3.080392	4.020254131	13.31951808	0.10981305	20.463475	16.43644357	4.831239156
9330154J02Rik	0.201132664	0	0	0	0.099878557	0.396030227	0.911684426
BC018473	0	0.017470576	0	0	0.288967391	0	0
Gal3st3	11.41362372	9.803429752	4.41567834	0	6.858659002	17.17161132	9.822386497
Gm15200	0	0	0	0	0	2.867242281	3.452402508
Pea15b	0	0	0	0	0	0	0
Trpt1	7.016920399	14.49474112	8.480093986	3.261483744	8.151144489	9.451703558	16.19573803
Crry-ps	6.007110158	3.779976278	5.468225247	0	11.98050595	9.071832657	7.619549126
Tssk6	3.311754766	2.005806393	2.072583429	0	1.88460749	2.241501418	0
Vmn1r74	0	0	0	0	0	0	0
Naglu	0.689733939	6.171995736	9.847442452	15.79748519	3.900038051	10.89480039	10.53735924
Gm26544	0	0	0	0	0	0.077351229	0
Gm26718	16.24247335	39.3934294	26.65068719	0	22.27388866	23.26629479	17.32540902
C030034L19Rik	0.035144599	0	1.311767872	17.12241717	0.992017585	1.005902211	1.752388809
Mageb8-ps	0	0	0	0	0	0	0
Gm3669	0	0	0	0	0	0	0
4930557F10Rik	0	0	0	0	0	0	0
Gm14198	0	0	0	0	0	0	0
A230083N12Rik	0	0	4.177728369	0	0	0	0
Gm14024	2.713854297	6.737749363	10.10654482	0	6.738694985	3.816816474	11.62716479
Gm13539	0	0	0	0	0	0	0
Gm15654	3.223815785	0.405608529	0.419153612	0	0	0.712404818	2.830907238
Gm11634	0	0	0	0	0	0	0
Gm11331	0	0	0	0	0	0	0
Gm13405	0	0	1.065816047	0	0	0	0
Gm16054	20.05202123	5.018427802	19.70549923	0	12.30958797	12.92544624	17.17146679
BC068281	2.355031494	0	0.867738567	0	0.765760794	0	3.427638883
Gm12866	0	0	0	0	0	0	0
Olfr1335	0	0	0	0	0	0	0
RP24-568N16.1	3.300429192	3.310120402	4.437312738	0	7.02701475	9.112023802	0.104027679
Cyp2j15-ps	0	0	0	0	0	0	0
RP24-211G11.3	0	0	0	0	0	0	0
RP23-287L13.1	0.147360586	0	0	0	0	0	0
RP23-62E9.5	3.329187606	0	0	0	1.010456534	1.573720663	1.389571339
AC164084.1	0	0	0	0	0	0	0
AC132444.5	0	0	0	0	0	0	0
Gm3147	0	0	0	0	0	0	0
Ces1g	0	0	0.052657489	0	0	0	0
Spata45	0	0	0	0	0	0	0.670471115
AC139294.1	0	0	0	0	0	0	0
Gm43569	0	0	0.449896543	0	0	1.529494038	0
Gm42717	0	0	0	0	0	0	0
4930557B06Rik	0	0	0	0	0	0	0
Amd-ps2	0.140044812	0.123285267	0.382329798	0	0.50992211	0.108268209	0.095564028
4930504O13Rik	0	0	0	0	0	0	0
Gm12798	0	0	0	0	0	0	0
Gm13881	0	0	0	0	0	0	0
1700057H15Rik	0	0	0	0	0	0	0
Gm12532	0	0	0	0	0	0	0
Gm26721	1.810549639	0	1.648248857	0	0	0.323167508	1.42690023
Mmp19	1.458594218	6.424743369	1.991642555	0	2.656075587	6.017326598	1.300643021
Syt10	0	0	0	0	0	0.637164951	0
Gm37052	0.45271464	0	0	0	3.297637154	3.385269713	1.958449226
Gm37797	0	0	0	0	0	0	0
1700051O22Rik	0.217907599	0.095964163	0.198337671	0	0.793634809	0.168550036	0.297693405
Ighv1-1	0	0	0	0	0	0	0
Gm37734	0	0	0	0	0	0	0
C230057A21Rik	0	0	0	0	0	0	0
Gm10723	0	0	0	0	0	0	0
Gm36888	0	0	0	0.361428046	0	0	0
Gm37053	1.986049726	0	0	0	0	2.355533678	4.566804005
Phospho1	0	0	0.084280217	0	0	0.107433702	0.189749617
Olfr1494	0	0	0	0	0	0	0
Clrn3	0	0	0	0	0	0	0
Dnajc14	24.89460329	17.32594087	22.57250003	0	23.49880874	19.38266051	12.96433156
Prl3b1	0	0	0	0	0	0	0
Gyg	34.86441419	31.57697223	11.48067361	0	30.16040937	17.84834601	27.41792973
1700100L14Rik	0	0	0	0	0	0	0
Gm28774	0	0	0	0	0	0	0
2010320M18Rik	21.36095914	32.93141112	11.84148723	0	23.18877051	14.61654881	18.33055781
Gm21672	0	0	0	0	0	0	0
Gm28278	0	0	0	0	0	0	0
Gm29182	0	0	0	0	0	0	0
Ift27	93.38201841	87.55664787	87.74034223	0	49.47190936	72.54911442	96.41658091
Gm20902	0	0	0	0	0	0	0
Gm21765	0	0	0	0	0	0	0
Gm42957	0	0.033576865	0	0	0.069438897	0	0
Gm42970	2.248163323	0.720196413	9.302449921	0	0.930455251	1.185659931	1.744950535
Gm21190	0	0	0	0	0	2.564185426	0
Gm42702	0.458688516	0	0	0	0	0	0
Kcnip1	20.51263196	10.77371639	8.355487096	0	4.988212656	8.043867697	6.943046783
Gm42921	0	0	0	0	0	0	0
Nrd1	6.854906894	2.937118886	8.882616578	1.604991903	4.186984829	5.257903206	2.875907796
Gm43486	2.706540172	2.047714338	1.623211463	0	0	0.640373718	4.632347426
Haghl	17.0605404	19.91311387	11.69428678	0	8.604746978	7.990720862	13.44082148
Cstl1	0	0	0	0	0	0	0
Ifng	0	0	0	0	0	0	0
Cdh3	0	0	0	0	0	0	0
Zfp277	33.35099227	22.59071698	6.45305888	0	19.31949146	14.4259825	21.34914084
Tmem150a	10.36213449	9.619268544	5.172792629	0	8.115659707	14.43608269	8.903811841
Gm20488	0	0	0	0	0	0	0
BC080696	0	0	0	0	0	0	0
Gm19719	0.065320765	0.086328656	0.178391906	2.012552648	0.654217554	0.202124626	0.379248853
Gm7452	0.180516828	0.095419445	0.032857613	0	0.328710609	0.055845687	0.123281143
Gm43229	0	0	0	0	0	0	1.47921845
Gm43332	0	0	0	0	0.241040768	0	0
Cnr2	0	0	0	0	0.18952345	0	0
Gm43278	1.638994356	0.679487474	0	0	0	0	0.19752918
Gm42670	0.106984698	0.65946052	1.362855224	0	2.336677101	0.579045236	0.730408742
Timm17a	17.076162	19.81483901	20.56734394	20.40462034	14.65639856	11.22474731	16.03101768
Gm17066	7.023866619	2.30394398	0.612199714	0	0.816453251	2.947757591	0.255163296
Atp13a2	1.156833651	1.882524031	7.386167655	0.061860032	2.428395832	6.238951801	4.093289874
Mgat4b	6.94994244	21.60514983	17.62165031	0.280328047	10.00516856	18.40742581	7.530330695
Gm28820	0	0	0	0	0	0	0
Ikzf4	0.656346815	1.249343894	0.970909084	0	0.106716619	0.825003126	1.993293043
Olfr1391	0	0	0	0	0	0	0
Gm28546	0	0	0	0	0	0	0
Vmn2r118	0	0	0	0	0	0	0
Gm28389	0	0	0	0	0	0	0
Gm21745	0	0	0	0	0	0	0
Gm26547	0	0.161463964	0	0	0	0	0
Ube2j2	11.42531579	6.781768475	5.881791988	0.125386453	4.149137408	5.967292042	12.67243454
Ict1	6.838331845	10.23518124	5.822381112	0	4.956128065	5.736928161	7.168596539
Fam186a	0	0	0	0	0	0	0
Susd4	28.16487892	47.85132097	20.84489457	0	28.49874194	29.58948136	37.36213949
2010109I03Rik	0	0	0	0	0	0	0
Saxo2	0.185205809	2.330777362	0.578037592	0	1.686244962	0.163727914	0.650552071
Bpifb5	0	0	0	0	0	0	0
Susd1	0	1.684889301	0	0	0.165841948	0.792540881	0.373229598
Rnf145	5.421670242	3.468752646	6.176125731	0	5.598147672	12.93264034	8.378363982
H13	14.14016012	12.17941399	17.25405129	0.353613827	18.43962525	21.79405728	18.94829132
Klhl3	0	0	0.738370924	0	0.351684512	0	1.71477133
2900037B21Rik	7.789695463	14.80774573	22.76547838	0	5.972278566	10.14791479	10.92060008
Gm21242	0	0	0	0	0	0	0
Gm29477	0	0	0	0	0	0	0
Gm29088	0	0	0	0	0	0	0
Ifna6	0	0	0	0	0	0	0
Vmn1r83	0	0	0	0	0	0	0
Igkv15-103	0	0	0	0	0	0	0
2310015K22Rik	0	0	0	0	0	0	0
Vmn1r84	0	0	0	0	0	0	0
Rnasel	0	0	0	0	0.496598321	0.84376944	0.088226903
Gm20932	0	0	0	0	0	0	0
2900042K21Rik	0	0	4.044644402	0	0	0.163645823	0.144443638
Mrpl48	9.613512611	18.7749998	14.9622575	20.31243568	14.76962877	11.74135407	19.06991
Cdc37	56.31101631	76.96286826	63.24323872	0.4333899	68.53059948	84.28630502	78.5351802
Rab6a	31.71472459	90.55363723	46.3142506	0.938599526	44.15932666	48.80437045	57.2433428
Gm26549	2.399862867	0	0	0	4.369967951	0.883960805	0.390237331
Gdpd3	0	0	0.301170664	0	0.376526639	0.223922911	0.112982711
Gm26550	0	0	0	0	0	0	0
Trav9n-1	0	0	0	0	0	0	0
Gm26551	0	0	0.103409608	0	0	0.043939442	0.077605929
Gm26552	0	0	0	0	0	0	0
Gm4961	0	0	0	0	0	0	0.083920684
Dnajb13	0	1.894368775	0	0	0.244792375	0.31189967	1.00973715
Gm20455	0	0	0	0	0	0	0
Slc39a4	0	4.4876543	0	0	0	0	0
Hs3st6	0	0	0	0	0	0	0
Strip2	0	3.93816511	0.047763305	0	0	0.803594411	1.196945063
Olfr874	0	0	0	0	0	0	0
Ap5z1	5.850584841	5.849867803	8.148519141	0	2.530252231	5.555068516	2.787201826
6430573F11Rik	0.56904256	0.358060627	0.947188099	0	0.266451452	0.892882987	0.144357191
Prex1	7.098683232	11.51729256	18.34397824	19.33073116	10.59350498	12.62263129	13.05347291
Mapk1	31.30837955	35.78404178	18.86911492	7.483833719	22.21468474	17.65161134	22.85852721
Dmrt2	0.058894005	0	0	0	0	0	0
Lrtm2	0.587666945	7.739743851	5.99156463	0	1.872728879	5.068474878	2.548790893
Olfr538	0	0	0	0	0	0	0
Scgb2b13-ps	0	0	0	0	0	0	0
Galnt6	0	0	0.182691619	0	0.243644619	0.034493455	1.462076953
Stag1	2.87878278	1.352563154	3.548319531	0.025479447	2.482485074	1.479397657	3.182118969
Tbcel	2.301107895	2.562825275	2.062154167	0	0.911855584	1.272704327	1.490230016
Gm20441	0.365485232	5.634910607	2.661773964	0	5.990223381	4.382257355	1.872334693
Gm20392	0	0	0	0	0	0	0
Gm42464	0	0	0	0	0.844944533	0.269170586	0
Gm43179	0	0	0	0	0	0	0
BC023719	0	0	0	0	0	0	0
Gm43253	0	0	0	0	0	0	1.496150073
Gm5565	0	0	0	0	0	0	0
A930015D03Rik	8.207643619	2.191056594	3.396138673	0	2.490855314	2.885801834	4.246851501
1700039E22Rik	0	0	0	0	0	0	0
Ranbp2-ps12	0	0	0	0	0	0	0
Tmed10	65.31921598	40.11086643	82.28879656	51.45761619	74.13442834	64.89185448	75.81863848
Gm28514	0	0	0	0	0	0	0
Gm10463	0	0	0	0	0	0	0
Naaladl2	0.128542536	0.319135553	0.127649118	0.044991492	0.978847284	0.442914739	1.037594019
Isca2	109.0332107	156.4885332	76.93970062	153.8617952	109.8515512	67.10157045	97.62660476
Abcd4	7.052969156	0	8.311624958	0	10.65284899	5.117238895	10.71735841
Fcf1	32.52541218	29.40497201	37.63588076	139.1367872	38.50638518	16.65031788	46.11390114
Npc2	88.20996433	74.87177265	88.28162592	91.04599568	69.97504592	61.15285051	57.73028894
Mlh3	4.135209788	2.503099102	3.695029825	0	9.747440156	7.555072849	9.131551767
Ylpm1	4.278579815	1.901502428	5.69377345	0	3.074520567	3.220497783	5.661126362
Gm37057	0	0	0	0	0	0	0
Gm37058	0	0	0	0	0	0.650066066	2.984786884
Gm4794	0	0	0	0	0	0	0
Tas1r3	0	0	0	0	0	0.546039109	0
Cptp	8.534494808	8.243933819	6.031205534	45.98585125	3.748907039	7.614956198	5.036561571
Mxra8	0.71717488	1.936166117	11.68822022	0	2.906814437	5.744345641	0.884873556
Dvl1	4.35250771	5.858601518	2.357346661	0	1.815393277	4.692728297	3.828086253
Sdf4	26.06106086	19.68084749	26.11796214	0	22.18395836	25.32540419	19.21815479
Ttll10	0	0	0	0	0	0	0
Tnfrsf4	0	0	0	0	0	0	0
Myoz2	0	0	0	0	0	0	0
Gm8098	1.566830495	0	0.755141609	0	0	0.213864021	0
Serpinb13	0	0	0	0	0	0	0
1700011A15Rik	0	0	0	0	0	0	0
Nr6a1	0.032556479	0	0.177831525	0	0.1333984	0.037779293	0.594853222
Slco1a5	0	0	0	0	0	0.973928792	0
Gm37674	0	0	0	0	0	0	1.080533198
Gpihbp1	0	0	0	0.397495023	0	0	0
Ly6h	4.13632598	7.727249746	5.354718059	0	3.141533889	3.424591585	3.109066998
Naprt	10.52657414	10.69018595	18.63251398	0	9.850513926	12.15718682	18.17403569
Gsdmd	1.322454343	2.741288149	8.852010519	460.4769296	1.416639076	5.716599734	3.666223133
Tsta3	42.68151206	35.74345654	52.18810202	0	17.07943594	41.98172183	51.2493928
Pycrl	35.12757439	53.25523524	24.72626939	0.393151822	29.19363619	27.88254209	33.82640752
Gm3716	0	0	0	0	0	0	0
Gm43618	0	0	0	0	0.36452492	0.805152582	0
Gm42949	0	0	0	0	0	0	0
Phox2b	0	0	0	0	0	0	0
Uba1y	0	2.833783848	0	0	0	0	0.193853497
Rpl34	4.028673837	6.300246553	5.884785192	4.931106563	6.255522551	3.720156125	7.593575267
Hsh2d	0	0	0	0	0	0	0
Olfr1509	0	0	0	0	0	0	0
Gm37060	1.095172036	2.691184246	5.771637734	0	1.67931404	0.668757708	1.338525363
Gm37061	0.042622334	0.300248397	2.559610821	0	1.396425802	0	0
Ric8b	10.28320791	11.16396247	12.85661343	0.328723161	5.82731951	6.799022608	7.431485871
Rgs9	2.428156994	5.42996015	5.933960737	0	3.163102535	7.42614257	3.993005207
Papd4	17.26101573	18.13027854	12.89254386	0.284001289	24.58102324	17.57391425	20.30388131
Gm37063	1.177524369	0.207483078	1.822233767	0	0	0.607220803	1.313616569
Gm9774	16.98895821	19.57522076	12.39261052	0.216585674	10.55106696	13.40225627	19.63380464
Trbv6	0	0	0	0	0	0	0
Pcdha8	0.931773376	0	0.164920166	0	0.4713284	2.382454336	0.459628104
Spin3-ps	0.179511986	0	0	0	0	0.416340478	0.122495709
Snx13	11.58166047	12.06081417	14.13438127	1.680508398	21.52005486	13.93712361	16.20562414
Gm37064	0	0	0	0	0.45106631	0	0
Abca8b	5.863207066	1.094713377	4.014942335	0	3.155192743	3.438681966	5.606438868
Rdh14	51.62290195	32.57816551	50.66669323	0.361368488	55.71804779	44.57755525	58.2089545
Nt5c1b	0	0	0	0	0	0	0
Map2k6	0.299276291	2.043400836	0.30651429	0	1.975615795	1.099651129	2.887422541
4933434M16Rik	0	0	0	0	0	0	0
Klhl29	0	0	0.643048974	0	0.107183976	0.091075944	0
Dnajb4	13.05110944	14.23190461	12.1431148	20.30907764	15.63350981	12.8443968	6.242142825
Adi1	52.11776827	50.15885447	30.06596528	98.08174331	45.43005414	29.53179428	49.79667116
Ifi44	0	0	0	0	0.301224483	0.881465095	0.012547784
Ptgfr	0	0	0	0	0.119261548	0.63327128	0
Dkk2	0	0.886987009	3.869830295	0	0	0	0
Tbck	3.284070456	3.281304256	2.83668732	0.040395991	1.85326537	2.588966489	3.009826271
Kcnq5	0.947972042	0.008519398	0.255363998	0	0.352282062	0.441454146	0.521935598
Papss1	166.1986931	103.4364956	83.81710821	0	114.9740867	108.0375719	91.03100619
Pea15a	131.2851337	142.9411987	91.15811125	2.096523789	64.69656983	97.31774998	87.37876105
Mroh9	0	0	0	0	0	0	0
Vmn1r4	0	0	0	0	0.619907767	0	0
Gmeb2	1.95913854	3.672143425	3.035621123	0	1.214456405	1.321977726	0
Gm13269	0	0	0	0	0	0	0
Gm12068	0	0	0	0	0	0	0
Gm13016	0	0	0	0	0	0	0
Gm15083	0	0	0	0	0	0	0
Gm15423	0	0	0	0	1.231476444	0	1.715730642
Gm12199	0	0	0	0	0	0	0
Gm12160	0	0	0	0	0	0	0
Gm16638	0	0.130556385	0	0	2.023415116	0	0.505998978
Rpain	25.64989894	6.485255402	19.04877857	0	8.180397305	11.85949	20.52792935
Derl2	6.838604097	5.304406719	10.25551298	0.157398936	9.029528419	9.30449915	7.638909919
C1qbp	33.79496006	37.91175472	37.29855099	0	35.12687167	33.60154608	44.47960814
B630019K06Rik	11.1791849	12.91114068	13.39008895	0	4.285666136	7.695632202	8.000762036
Dis3l	7.659201109	2.819543639	4.075555896	0	4.480585986	5.69552993	3.525429626
Igdcc3	0	0.80731094	0.516444367	0	2.304469087	1.181436971	1.341268188
Dpp8	0.84567571	4.493231785	2.068902946	0	2.646751316	6.766247281	10.2162726
Parp16	0.445117737	6.029300634	3.444345574	0	3.951631143	4.691434809	5.358632252
Zdhhc19	0	0	0	0	0	0	0
Gm9873	0	0.049504702	0.051157886	0	0.307031073	0.043474663	0.076785036
Tmem106c	60.5038503	64.61600904	23.00006854	0	25.38938694	29.67524545	49.80863972
Rpl4	386.1143027	386.4525956	272.2352987	447.8902556	378.087054	286.4897739	236.3110267
Gm29313	0	0	0	0	0	0	0
Tmem156	0	0	0	0	0	0	0.377046782
1700018B24Rik	0	0	0	0	0	0	0
Ndufv1	32.9036072	22.50285301	17.16224342	34.04867003	19.14527575	26.22769728	16.36947218
Gprc5a	0	0	1.99248599	0	0	0	0
1500009C09Rik	1.167079957	3.440246425	0.898927511	0	1.144340461	1.73604388	0.367909589
Rnf24	0.557250876	0.37761992	0.760901844	0.302646924	1.183847853	0.93944594	0.800244035
Efna5	0.096045196	0	0	0	1.282423034	1.411392058	0.787113743
Olfr223	0	0	0	0	0	0	0
Npw	0	0	0	0	0	0	0
Gm9320	0	0.257256995	0.531695914	2.250328954	0	0.451842379	1.19706735
Gm21302	0	0	0	0	0	0	0
Vrtn	0	0	0	0	0	0	0
Gm10925	471.5429612	498.5219413	304.7776617	2336.287606	1037.885898	229.3448906	346.4231177
Gm29382	0	0	0	0	0	0	0
2010009K17Rik	0	0	0	0	0	1.130980109	0
Arpc4	23.35385902	38.22115119	28.02019049	10.77655662	20.09641785	18.61071007	17.29044613
Gm20846	0	0	0	0	0	0	0
Gm28095	0.273617864	0	0	0	0	0	0
Brd2	3.975961123	3.997215521	7.614176367	27.09382739	4.402434823	5.628001267	3.623412655
